Title: gcam macronutrients by region,,,,
Source: DF_Macronutrient_FoodItem2 - module_aglu_L100.FAO_SUA_connection,,,,
Units: ratio,,,,
"Comments: Some regions had missing values for OilPalm and FiberCrop. They have been filled with the values of the more similar region: 8 with 1, 14 with 15, 23 with 15, 31 with 7, 18 with 29, 19 with 28, and 30 with 29",,,,
########,,,,
GCAM_region_ID,GCAM_commodity,calperg,fatperc,proteinperc
23,Corn,3701.357596,6.971755528,7.596137432
23,Dairy,866.0326655,5.749014438,4.25626637
23,FiberCrop,5532.191542,62.58135228,0
23,Fruits,432.1750246,0.255449239,0.501132919
23,Legumes,3439.413086,1.815667001,22.44705076
23,MiscCrop,1573.005704,11.16290351,6.978244321
23,NutsSeeds,3616.70459,31.65554491,14.86711501
23,OilCrop,6679.987444,75.36791956,0.189566412
23,OilPalm,2374.976711,26.86662769,0
23,OtherGrain,2686.344503,0.928798,5.15372126
23,OtherMeat_Fish,934.0703656,4.245652307,11.69800229
23,Pork,2647.106598,24.46182058,10.24161198
23,Poultry,1275.20069,8.410863626,11.6956492
23,Rice,2482.831954,0.488201336,4.602641038
23,RootTuber,665.4900117,0.121962243,1.586157401
23,SheepGoat,2065.400243,16.84011888,13.10313519
23,Soybean,6995.276031,78.19038791,0.887792335
23,SugarCrop,642.5278898,0.003082716,0.001102059
23,Vegetables,256.809754,0.198475222,1.053778787
23,Wheat,3440.358851,1.305209381,10.6993416
23,Beef,2260.300926,18.25587361,14.35383987
24,Corn,3685.991981,4.113291598,9.022086501
24,Dairy,759.470071,4.850004922,3.747247568
24,FiberCrop,6088.137719,68.87033619,0
24,Fruits,272.6920758,0.22281544,0.339912849
24,Legumes,3370.798189,1.624107554,22.03658802
24,MiscCrop,1992.630764,12.56237188,7.765954009
24,NutsSeeds,3672.384449,30.78642577,14.3202606
24,OilCrop,6992.1345,78.95211078,0.101726737
24,OilPalm,2388.938129,27.02418697,0
24,OtherGrain,3724.016785,0.822805939,5.582956865
24,OtherMeat_Fish,935.3926399,2.985976685,14.25440263
24,Pork,3702.420048,31.62373959,9.673197654
24,Poultry,1275.278911,8.28312942,12.30994944
24,Rice,2702.366479,0.485846295,5.270265294
24,RootTuber,715.3666203,0.1243928,1.490452302
